Assumed Start Date,Rainfall in mm,Rainfall in m,Julian Day,
1959-02-17,0,0,2970,
1959-02-18,0,0,2971,
1959-02-19,0,0,2972,
1959-02-20,0,0,2973,
1959-02-21,0,0,2974,
1959-02-22,0,0,2975,
1959-02-23,0,0,2976,
1959-02-24,0,0,2977,
1959-02-25,0,0,2978,
1959-02-26,0,0,2979,
1959-02-27,0,0,2980,
1959-02-28,0,0,2981,
1959-03-01,0,0,2982,
1959-03-02,0,0,2983,
1959-03-03,0,0,2984,
1959-03-04,0,0,2985,
1959-03-05,0,0,2986,
1959-03-06,0,0,2987,
1959-03-07,0,0,2988,
1959-03-08,0,0,2989,
1959-03-09,0,0,2990,
1959-03-10,0,0,2991,
1959-03-11,0,0,2992,
1959-03-12,0,0,2993,
1959-03-13,0,0,2994,
1959-03-14,0,0,2995,
1959-03-15,0,0,2996,
1959-03-16,0,0,2997,
1959-03-17,0,0,2998,
1959-03-18,0,0,2999,
1959-03-19,0,0,3000,
1959-03-20,7.6,0.0076,3001,
1959-03-21,0,0,3002,
1959-03-22,0,0,3003,
1959-03-23,0,0,3004,
1959-03-24,0,0,3005,
1959-03-25,0,0,3006,
1959-03-26,0,0,3007,
1959-03-27,0,0,3008,
1959-03-28,17.3,0.0173,3009,
1959-03-29,0,0,3010,
1959-03-30,0,0,3011,
1959-03-31,0,0,3012,
1959-04-01,27.7,0.0277,3013,
1959-04-02,0,0,3014,
1959-04-03,0,0,3015,
1959-04-04,0,0,3016,
1959-04-05,0,0,3017,
1959-04-06,0,0,3018,
1959-04-07,0,0,3019,
1959-04-08,0,0,3020,
1959-04-09,73.7,0.0737,3021,
1959-04-10,0,0,3022,
1959-04-11,0,0,3023,
1959-04-12,0,0,3024,
1959-04-13,0,0,3025,
1959-04-14,0,0,3026,
1959-04-15,0,0,3027,
1959-04-16,0,0,3028,
1959-04-17,0,0,3029,
1959-04-18,0,0,3030,
1959-04-19,0,0,3031,
1959-04-20,0,0,3032,
1959-04-21,0,0,3033,
1959-04-22,0,0,3034,
1959-04-23,8.6,0.0086,3035,
1959-04-24,0,0,3036,
1959-04-25,0,0,3037,
1959-04-26,0,0,3038,
1959-04-27,0,0,3039,
1959-04-28,0,0,3040,
1959-04-29,0,0,3041,
1959-04-30,13,0.013,3042,
1959-05-01,4.3,0.0043,3043,
1959-05-02,9.1,0.0091,3044,
1959-05-03,0,0,3045,
1959-05-04,0,0,3046,
1959-05-05,0,0,3047,
1959-05-06,0,0,3048,
1959-05-07,0,0,3049,
1959-05-08,0,0,3050,
1959-05-09,0,0,3051,
1959-05-10,0,0,3052,
1959-05-11,0,0,3053,
1959-05-12,0,0,3054,
1959-05-13,0,0,3055,
1959-05-14,6.4,0.0064,3056,
1959-05-15,0,0,3057,
1959-05-16,0,0,3058,
1959-05-17,39.4,0.0394,3059,
1959-05-18,0,0,3060,
1959-05-19,9.900001,0.009900001,3061,
1959-05-20,1.8,0.0018,3062,
1959-05-21,0,0,3063,
1959-05-22,0,0,3064,
1959-05-23,0,0,3065,
1959-05-24,0,0,3066,
1959-05-25,0,0,3067,
1959-05-26,0,0,3068,
1959-05-27,14.7,0.0147,3069,
1959-05-28,0.3,0.0003,3070,
1959-05-29,23.6,0.0236,3071,
1959-05-30,0.5,0.0005,3072,
1959-05-31,0.5,0.0005,3073,
1959-06-01,1.3,0.0013,3074,
1959-06-02,0,0,3075,
1959-06-03,0,0,3076,
1959-06-04,0,0,3077,
1959-06-05,0,0,3078,
1959-06-06,0,0,3079,
1959-06-07,0,0,3080,
1959-06-08,0,0,3081,
1959-06-09,0,0,3082,
1959-06-10,0,0,3083,
1959-06-11,0,0,3084,
1959-06-12,4.1,0.0041,3085,
1959-06-13,0,0,3086,
1959-06-14,0,0,3087,
1959-06-15,2.8,0.0028,3088,
1959-06-16,0,0,3089,
1959-06-17,0,0,3090,
1959-06-18,0,0,3091,
1959-06-19,0,0,3092,
1959-06-20,0,0,3093,
1959-06-21,0,0,3094,
1959-06-22,0,0,3095,
1959-06-23,0,0,3096,
1959-06-24,0,0,3097,
1959-06-25,0,0,3098,
1959-06-26,0,0,3099,
1959-06-27,0,0,3100,
1959-06-28,0,0,3101,
1959-06-29,0,0,3102,
1959-06-30,0,0,3103,
1959-07-01,0,0,3104,
1959-07-02,0,0,3105,
1959-07-03,0,0,3106,
1959-07-04,0,0,3107,
1959-07-05,0,0,3108,
1959-07-06,0,0,3109,
1959-07-07,0,0,3110,
1959-07-08,0,0,3111,
1959-07-09,0,0,3112,
1959-07-10,0,0,3113,
1959-07-11,0,0,3114,
1959-07-12,0,0,3115,
1959-07-13,0,0,3116,
1959-07-14,0,0,3117,
1959-07-15,0,0,3118,
1959-07-16,0,0,3119,
1959-07-17,0,0,3120,
1959-07-18,0,0,3121,
1959-07-19,5.6,0.0056,3122,
1959-07-20,0,0,3123,
1959-07-21,0,0,3124,
1959-07-22,0,0,3125,
1959-07-23,0,0,3126,
1959-07-24,0,0,3127,
1959-07-25,0,0,3128,
1959-07-26,0,0,3129,
1959-07-27,0,0,3130,
1959-07-28,0,0,3131,
1959-07-29,0,0,3132,
1959-07-30,0,0,3133,
1959-07-31,0,0,3134,
1959-08-01,41.1,0.0411,3135,
1959-08-02,10.4,0.0104,3136,
1959-08-03,10.4,0.0104,3137,
1959-08-04,0,0,3138,
1959-08-05,2.3,0.0023,3139,
1959-08-06,0,0,3140,
1959-08-07,98.6,0.0986,3141,
1959-08-08,0,0,3142,
1959-08-09,0,0,3143,
1959-08-10,0,0,3144,
1959-08-11,0,0,3145,
1959-08-12,0,0,3146,
1959-08-13,6.9,0.0069,3147,
1959-08-14,7.1,0.0071,3148,
1959-08-15,0,0,3149,
1959-08-16,17.8,0.0178,3150,
1959-08-17,0,0,3151,
1959-08-18,3.8,0.0038,3152,
1959-08-19,36.1,0.0361,3153,
1959-08-20,29.7,0.0297,3154,
1959-08-21,0,0,3155,
1959-08-22,16.3,0.0163,3156,
1959-08-23,0,0,3157,
1959-08-24,0,0,3158,
1959-08-25,0,0,3159,
1959-08-26,2.8,0.0028,3160,
1959-08-27,7.9,0.0079,3161,
1959-08-28,14.5,0.0145,3162,
1959-08-29,4.8,0.0048,3163,
1959-08-30,0,0,3164,
1959-08-31,0,0,3165,
1959-09-01,0,0,3166,
1959-09-02,0,0,3167,
1959-09-03,0,0,3168,
1959-09-04,10.9,0.0109,3169,
1959-09-05,0,0,3170,
1959-09-06,0,0,3171,
1959-09-07,0,0,3172,
1959-09-08,0,0,3173,
1959-09-09,0,0,3174,
1959-09-10,0,0,3175,
1959-09-11,0,0,3176,
1959-09-12,0,0,3177,
1959-09-13,0,0,3178,
1959-09-14,4.6,0.0046,3179,
1959-09-15,0,0,3180,
1959-09-16,0,0,3181,
1959-09-17,0,0,3182,
1959-09-18,0,0,3183,
1959-09-19,0,0,3184,
1959-09-20,0,0,3185,
1959-09-21,0,0,3186,
1959-09-22,0,0,3187,
1959-09-23,22.4,0.0224,3188,
1959-09-24,1.8,0.0018,3189,
1959-09-25,0,0,3190,
1959-09-26,0,0,3191,
1959-09-27,61,0.061,3192,
1959-09-28,1,0.001,3193,
1959-09-29,34.3,0.0343,3194,
1959-09-30,0,0,3195,
1959-10-01,0,0,3196,
1959-10-02,0,0,3197,
1959-10-03,24.1,0.0241,3198,
1959-10-04,1.8,0.0018,3199,
1959-10-05,6.1,0.0061,3200,
1959-10-06,0,0,3201,
1959-10-07,0,0,3202,
1959-10-08,31.5,0.0315,3203,
1959-10-09,2.8,0.0028,3204,
1959-10-10,14,0.014,3205,
1959-10-11,12.4,0.0124,3206,
1959-10-12,0,0,3207,
1959-10-13,7.4,0.0074,3208,
1959-10-14,7.6,0.0076,3209,
1959-10-15,2.3,0.0023,3210,
1959-10-16,167.4,0.1674,3211,
1959-10-17,0,0,3212,
1959-10-18,11.9,0.0119,3213,
1959-10-19,14.7,0.0147,3214,
1959-10-20,1,0.001,3215,
1959-10-21,0.5,0.0005,3216,
1959-10-22,0,0,3217,
1959-10-23,0,0,3218,
1959-10-24,0,0,3219,
1959-10-25,0,0,3220,
1959-10-26,0,0,3221,
1959-10-27,0,0,3222,
1959-10-28,1.3,0.0013,3223,
1959-10-29,1.8,0.0018,3224,
1959-10-30,18,0.018,3225,
1959-10-31,34.5,0.0345,3226,
1959-11-01,0,0,3227,
1959-11-02,0,0,3228,
1959-11-03,0,0,3229,
1959-11-04,0,0,3230,
1959-11-05,5.3,0.0053,3231,
1959-11-06,0,0,3232,
1959-11-07,1.3,0.0013,3233,
1959-11-08,0,0,3234,
1959-11-09,0,0,3235,
1959-11-10,0,0,3236,
1959-11-11,0,0,3237,
1959-11-12,0,0,3238,
1959-11-13,0,0,3239,
1959-11-14,24.9,0.0249,3240,
1959-11-15,0,0,3241,
1959-11-16,0,0,3242,
1959-11-17,0,0,3243,
1959-11-18,0,0,3244,
1959-11-19,0,0,3245,
1959-11-20,8.1,0.0081,3246,
1959-11-21,0,0,3247,
1959-11-22,1.8,0.0018,3248,
1959-11-23,0.8,0.0008,3249,
1959-11-24,0,0,3250,
1959-11-25,0,0,3251,
1959-11-26,0,0,3252,
1959-11-27,0,0,3253,
1959-11-28,0,0,3254,
1959-11-29,0,0,3255,
1959-11-30,0,0,3256,
1959-12-01,0,0,3257,
1959-12-02,0,0,3258,
1959-12-03,0,0,3259,
1959-12-04,0,0,3260,
1959-12-05,0,0,3261,
1959-12-06,0,0,3262,
1959-12-07,0,0,3263,
1959-12-08,0,0,3264,
1959-12-09,0,0,3265,
1959-12-10,0,0,3266,
1959-12-11,0,0,3267,
1959-12-12,0,0,3268,
1959-12-13,0,0,3269,
1959-12-14,0,0,3270,
1959-12-15,0,0,3271,
1959-12-16,0,0,3272,
1959-12-17,0,0,3273,
1959-12-18,0,0,3274,
1959-12-19,0,0,3275,
1959-12-20,0,0,3276,
1959-12-21,0,0,3277,
1959-12-22,0,0,3278,
1959-12-23,0,0,3279,
1959-12-24,0,0,3280,
1959-12-25,0,0,3281,
1959-12-26,3.8,0.0038,3282,
1959-12-27,0,0,3283,
1959-12-28,0,0,3284,
1959-12-29,0,0,3285,
1959-12-30,0,0,3286,
1959-12-31,0,0,3287,
1960-01-01,24.6,0.0246,3288,
1960-01-02,2.5,0.0025,3289,
1960-01-03,0,0,3290,
1960-01-04,0,0,3291,
1960-01-05,0,0,3292,
1960-01-06,0,0,3293,
1960-01-07,0,0,3294,
1960-01-08,0,0,3295,
1960-01-09,0,0,3296,
1960-01-10,0,0,3297,
1960-01-11,0,0,3298,
1960-01-12,0,0,3299,
1960-01-13,0,0,3300,
1960-01-14,0,0,3301,
1960-01-15,0,0,3302,
1960-01-16,0,0,3303,
1960-01-17,0,0,3304,
1960-01-18,0,0,3305,
1960-01-19,0,0,3306,
1960-01-20,0,0,3307,
1960-01-21,0,0,3308,
1960-01-22,0,0,3309,
1960-01-23,0,0,3310,
1960-01-24,0,0,3311,
1960-01-25,0,0,3312,
1960-01-26,5.1,0.0051,3313,
1960-01-27,22.1,0.0221,3314,
1960-01-28,0,0,3315,
1960-01-29,0,0,3316,
1960-01-30,0,0,3317,
1960-01-31,0,0,3318,
1960-02-01,0,0,3319,
1960-02-02,0,0,3320,
1960-02-03,0,0,3321,
1960-02-04,0,0,3322,
1960-02-05,0,0,3323,
1960-02-06,0,0,3324,
1960-02-07,0,0,3325,
1960-02-08,0,0,3326,
1960-02-09,0,0,3327,
1960-02-10,0,0,3328,
1960-02-11,0,0,3329,
1960-02-12,0,0,3330,
1960-02-13,0,0,3331,
1960-02-14,1,0.001,3332,
1960-02-15,0.8,0.0008,3333,
1960-02-16,0,0,3334,
1960-02-17,0,0,3335,
1960-02-18,0,0,3336,
1960-02-19,0,0,3337,
1960-02-20,0,0,3338,
1960-02-21,0,0,3339,
1960-02-22,0,0,3340,
1960-02-23,0,0,3341,
1960-02-24,0,0,3342,
1960-02-25,0,0,3343,
1960-02-26,0,0,3344,
1960-02-27,0,0,3345,
1960-02-28,0,0,3346,
1960-02-29,0,0,3347,
1960-03-01,0,0,3348,
1960-03-02,0,0,3349,
1960-03-03,0,0,3350,
1960-03-04,0,0,3351,
1960-03-05,0,0,3352,
1960-03-06,0,0,3353,
1960-03-07,0,0,3354,
1960-03-08,0,0,3355,
1960-03-09,0,0,3356,
1960-03-10,0,0,3357,
1960-03-11,0,0,3358,
1960-03-12,0,0,3359,
1960-03-13,0,0,3360,
1960-03-14,0,0,3361,
1960-03-15,0,0,3362,
1960-03-16,0,0,3363,
1960-03-17,0,0,3364,
1960-03-18,0,0,3365,
1960-03-19,0,0,3366,
1960-03-20,0,0,3367,
1960-03-21,0,0,3368,
1960-03-22,0,0,3369,
1960-03-23,0,0,3370,
1960-03-24,0,0,3371,
1960-03-25,0,0,3372,
1960-03-26,0,0,3373,
1960-03-27,0,0,3374,
1960-03-28,0,0,3375,
1960-03-29,0,0,3376,
1960-03-30,0,0,3377,
1960-03-31,0,0,3378,
1960-04-01,0,0,3379,
1960-04-02,0,0,3380,
1960-04-03,0,0,3381,
1960-04-04,1.8,0.0018,3382,
1960-04-05,0,0,3383,
1960-04-06,0,0,3384,
1960-04-07,0,0,3385,
1960-04-08,0,0,3386,
1960-04-09,0,0,3387,
1960-04-10,0,0,3388,
1960-04-11,9.1,0.0091,3389,
1960-04-12,0,0,3390,
1960-04-13,0,0,3391,
1960-04-14,0,0,3392,
1960-04-15,0,0,3393,
1960-04-16,0,0,3394,
1960-04-17,0,0,3395,
1960-04-18,0,0,3396,
1960-04-19,0,0,3397,
1960-04-20,0,0,3398,
1960-04-21,0,0,3399,
1960-04-22,0,0,3400,
1960-04-23,0,0,3401,
1960-04-24,0,0,3402,
1960-04-25,0,0,3403,
1960-04-26,0,0,3404,
1960-04-27,0,0,3405,
1960-04-28,0,0,3406,
1960-04-29,0,0,3407,
1960-04-30,0,0,3408,
1960-05-01,0,0,3409,
1960-05-02,0,0,3410,
1960-05-03,0,0,3411,
1960-05-04,0,0,3412,
1960-05-05,0,0,3413,
1960-05-06,35.8,0.0358,3414,
1960-05-07,3.8,0.0038,3415,
1960-05-08,0,0,3416,
1960-05-09,4.3,0.0043,3417,
1960-05-10,0,0,3418,
1960-05-11,0,0,3419,
1960-05-12,0,0,3420,
1960-05-13,0,0,3421,
1960-05-14,0,0,3422,
1960-05-15,1,0.001,3423,
1960-05-16,0.8,0.0008,3424,
1960-05-17,5.1,0.0051,3425,
1960-05-18,0,0,3426,
1960-05-19,0,0,3427,
1960-05-20,0,0,3428,
1960-05-21,0,0,3429,
1960-05-22,0,0,3430,
1960-05-23,2,0.002,3431,
1960-05-24,0,0,3432,
1960-05-25,12.7,0.0127,3433,
1960-05-26,0,0,3434,
1960-05-27,0,0,3435,
1960-05-28,0,0,3436,
1960-05-29,0,0,3437,
1960-05-30,0,0,3438,
1960-05-31,0,0,3439,
1960-06-01,27.9,0.0279,3440,
1960-06-02,0,0,3441,
1960-06-03,0,0,3442,
1960-06-04,0,0,3443,
1960-06-05,0,0,3444,
1960-06-06,0,0,3445,
1960-06-07,0,0,3446,
1960-06-08,0,0,3447,
1960-06-09,0,0,3448,
1960-06-10,0,0,3449,
1960-06-11,84.3,0.0843,3450,
1960-06-12,0,0,3451,
1960-06-13,2.5,0.0025,3452,
1960-06-14,0,0,3453,
1960-06-15,0,0,3454,
1960-06-16,0,0,3455,
1960-06-17,0,0,3456,
1960-06-18,0,0,3457,
1960-06-19,0,0,3458,
1960-06-20,0,0,3459,
1960-06-21,0,0,3460,
1960-06-22,0,0,3461,
1960-06-23,0,0,3462,
1960-06-24,0,0,3463,
1960-06-25,0,0,3464,
1960-06-26,0,0,3465,
1960-06-27,0,0,3466,
1960-06-28,0,0,3467,
1960-06-29,0,0,3468,
1960-06-30,0,0,3469,
1960-07-01,0,0,3470,
1960-07-02,0,0,3471,
1960-07-03,0,0,3472,
1960-07-04,0,0,3473,
1960-07-05,9.900001,0.009900001,3474,
1960-07-06,0,0,3475,
1960-07-07,0,0,3476,
1960-07-08,0,0,3477,
1960-07-09,0,0,3478,
1960-07-10,0,0,3479,
1960-07-11,5.1,0.0051,3480,
1960-07-12,49.5,0.0495,3481,
1960-07-13,0,0,3482,
1960-07-14,6.4,0.0064,3483,
1960-07-15,0,0,3484,
1960-07-16,0,0,3485,
1960-07-17,0,0,3486,
1960-07-18,61,0.061,3487,
1960-07-19,5.3,0.0053,3488,
1960-07-20,7.6,0.0076,3489,
1960-07-21,0,0,3490,
1960-07-22,0,0,3491,
1960-07-23,0,0,3492,
1960-07-24,0,0,3493,
1960-07-25,0,0,3494,
1960-07-26,0,0,3495,
1960-07-27,0,0,3496,
1960-07-28,0,0,3497,
1960-07-29,0,0,3498,
1960-07-30,0,0,3499,
1960-07-31,0,0,3500,
1960-08-01,0,0,3501,
1960-08-02,0,0,3502,
1960-08-03,0,0,3503,
1960-08-04,0,0,3504,
1960-08-05,0,0,3505,
1960-08-06,0,0,3506,
1960-08-07,0,0,3507,
1960-08-08,2.5,0.0025,3508,
1960-08-09,0,0,3509,
1960-08-10,0,0,3510,
1960-08-11,33.3,0.0333,3511,
1960-08-12,0,0,3512,
1960-08-13,0,0,3513,
1960-08-14,0,0,3514,
1960-08-15,1.5,0.0015,3515,
1960-08-16,17.8,0.0178,3516,
1960-08-17,0,0,3517,
1960-08-18,20.8,0.0208,3518,
1960-08-19,31.8,0.0318,3519,
1960-08-20,0,0,3520,
1960-08-21,13.5,0.0135,3521,
1960-08-22,18.3,0.0183,3522,
1960-08-23,1.5,0.0015,3523,
1960-08-24,0,0,3524,
1960-08-25,4.6,0.0046,3525,
1960-08-26,0,0,3526,
1960-08-27,0,0,3527,
1960-08-28,0,0,3528,
1960-08-29,51.1,0.0511,3529,
1960-08-30,0,0,3530,
1960-08-31,0,0,3531,
1960-09-01,0,0,3532,
1960-09-02,0,0,3533,
1960-09-03,0,0,3534,
1960-09-04,0,0,3535,
1960-09-05,0,0,3536,
1960-09-06,0,0,3537,
1960-09-07,93.2,0.0932,3538,
1960-09-08,3,0.003,3539,
1960-09-09,0,0,3540,
1960-09-10,0,0,3541,
1960-09-11,0,0,3542,
1960-09-12,0,0,3543,
1960-09-13,0,0,3544,
1960-09-14,0,0,3545,
1960-09-15,0,0,3546,
1960-09-16,0,0,3547,
1960-09-17,0,0,3548,
1960-09-18,0,0,3549,
1960-09-19,0,0,3550,
1960-09-20,0,0,3551,
1960-09-21,17.8,0.0178,3552,
1960-09-22,5.3,0.0053,3553,
1960-09-23,0,0,3554,
1960-09-24,0,0,3555,
1960-09-25,0,0,3556,
1960-09-26,0,0,3557,
1960-09-27,0,0,3558,
1960-09-28,0,0,3559,
1960-09-29,0,0,3560,
1960-09-30,0,0,3561,
1960-10-01,0,0,3562,
1960-10-02,0,0,3563,
1960-10-03,0,0,3564,
1960-10-04,0,0,3565,
1960-10-05,48.3,0.0483,3566,
1960-10-06,12.7,0.0127,3567,
1960-10-07,40.9,0.0409,3568,
1960-10-08,0,0,3569,
1960-10-09,0,0,3570,
1960-10-10,0,0,3571,
1960-10-11,0,0,3572,
1960-10-12,0,0,3573,
1960-10-13,4.1,0.0041,3574,
1960-10-14,0,0,3575,
1960-10-15,0,0,3576,
1960-10-16,0,0,3577,
1960-10-17,6.4,0.0064,3578,
1960-10-18,4.8,0.0048,3579,
1960-10-19,0,0,3580,
1960-10-20,50.5,0.0505,3581,
1960-10-21,12.7,0.0127,3582,
1960-10-22,23.6,0.0236,3583,
1960-10-23,33.5,0.0335,3584,
1960-10-24,7.9,0.0079,3585,
1960-10-25,7.6,0.0076,3586,
1960-10-26,61,0.061,3587,
1960-10-27,60.7,0.0607,3588,
1960-10-28,0.8,0.0008,3589,
1960-10-29,0,0,3590,
1960-10-30,0.3,0.0003,3591,
1960-10-31,1.3,0.0013,3592,
1960-11-01,4.8,0.0048,3593,
1960-11-02,0,0,3594,
1960-11-03,0,0,3595,
1960-11-04,0,0,3596,
1960-11-05,0,0,3597,
1960-11-06,0,0,3598,
1960-11-07,0,0,3599,
1960-11-08,7.4,0.0074,3600,
1960-11-09,0,0,3601,
1960-11-10,0,0,3602,
1960-11-11,33.5,0.0335,3603,
1960-11-12,83.6,0.0836,3604,
1960-11-13,0,0,3605,
1960-11-14,0,0,3606,
1960-11-15,0,0,3607,
1960-11-16,0,0,3608,
1960-11-17,0,0,3609,
1960-11-18,0,0,3610,
1960-11-19,0,0,3611,
1960-11-20,15.2,0.0152,3612,
1960-11-21,0,0,3613,
1960-11-22,0,0,3614,
1960-11-23,0,0,3615,
1960-11-24,0,0,3616,
1960-11-25,0,0,3617,
1960-11-26,0,0,3618,
1960-11-27,0,0,3619,
1960-11-28,0,0,3620,
1960-11-29,0,0,3621,
1960-11-30,0,0,3622,
1960-12-01,0,0,3623,
1960-12-02,0,0,3624,
1960-12-03,0,0,3625,
1960-12-04,0,0,3626,
1960-12-05,0,0,3627,
1960-12-06,0,0,3628,
1960-12-07,0,0,3629,
1960-12-08,0,0,3630,
1960-12-09,0,0,3631,
1960-12-10,0,0,3632,
1960-12-11,0,0,3633,
1960-12-12,0,0,3634,
1960-12-13,0,0,3635,
1960-12-14,0,0,3636,
1960-12-15,0,0,3637,
1960-12-16,0,0,3638,
1960-12-17,0,0,3639,
1960-12-18,0,0,3640,
1960-12-19,0,0,3641,
1960-12-20,0,0,3642,
1960-12-21,0,0,3643,
1960-12-22,0,0,3644,
1960-12-23,0,0,3645,
1960-12-24,0,0,3646,
1960-12-25,0,0,3647,
1960-12-26,0,0,3648,
1960-12-27,4.8,0.0048,3649,
1960-12-28,0,0,3650,
1960-12-29,0,0,3651,
1960-12-30,0,0,3652,
1960-12-31,0,0,,
1961-01-01,0,0,1,
1961-01-02,0,0,2,
1961-01-03,0,0,3,
1961-01-04,0,0,4,
1961-01-05,0,0,5,
1961-01-06,0,0,6,
1961-01-07,0,0,7,
1961-01-08,0,0,8,
1961-01-09,0,0,9,
1961-01-10,0,0,10,
1961-01-11,10.2,0.0102,11,
1961-01-12,7.1,0.0071,12,
1961-01-13,0,0,13,
1961-01-14,0,0,14,
1961-01-15,0,0,15,
1961-01-16,0,0,16,
1961-01-17,0,0,17,
1961-01-18,0,0,18,
1961-01-19,0,0,19,
1961-01-20,0,0,20,
1961-01-21,7.1,0.0071,21,
1961-01-22,9.7,0.0097,22,
1961-01-23,0,0,23,
1961-01-24,0,0,24,
1961-01-25,0,0,25,
1961-01-26,0,0,26,
1961-01-27,0,0,27,
1961-01-28,0,0,28,
1961-01-29,0,0,29,
1961-01-30,0,0,30,
1961-01-31,0,0,31,
1961-02-01,0,0,32,
1961-02-02,0,0,33,
1961-02-03,0,0,34,
1961-02-04,0,0,35,
1961-02-05,0,0,36,
1961-02-06,0,0,37,
1961-02-07,0,0,38,
1961-02-08,0,0,39,
1961-02-09,0,0,40,
1961-02-10,0,0,41,
1961-02-11,0,0,42,
1961-02-12,0,0,43,
1961-02-13,0,0,44,
1961-02-14,0,0,45,
1961-02-15,0,0,46,
1961-02-16,0,0,47,
1961-02-17,10.7,0.0107,48,
1961-02-18,0,0,49,
1961-02-19,0,0,50,
1961-02-20,0,0,51,
1961-02-21,0,0,52,
1961-02-22,1.8,0.0018,53,
1961-02-23,0,0,54,
1961-02-24,0,0,55,
1961-02-25,0,0,56,
1961-02-26,0,0,57,
1961-02-27,0,0,58,
1961-02-28,0,0,59,
1961-03-01,0,0,60,
1961-03-02,10.2,0.0102,61,
1961-03-03,0,0,62,
1961-03-04,0,0,63,
1961-03-05,0,0,64,
1961-03-06,0,0,65,
1961-03-07,0,0,66,
1961-03-08,0,0,67,
1961-03-09,0,0,68,
1961-03-10,0,0,69,
1961-03-11,0,0,70,
1961-03-12,0,0,71,
1961-03-13,0,0,72,
1961-03-14,0,0,73,
1961-03-15,0,0,74,
1961-03-16,34.3,0.0343,75,
1961-03-17,28.4,0.0284,76,
1961-03-18,0,0,77,
1961-03-19,0,0,78,
1961-03-20,0,0,79,
1961-03-21,0,0,80,
1961-03-22,0,0,81,
1961-03-23,0,0,82,
1961-03-24,0,0,83,
1961-03-25,0,0,84,
1961-03-26,0,0,85,
1961-03-27,0,0,86,
1961-03-28,0,0,87,
1961-03-29,0,0,88,
1961-03-30,0,0,89,
1961-03-31,0,0,90,
1961-04-01,0,0,91,
1961-04-02,0,0,92,
1961-04-03,0,0,93,
1961-04-04,0,0,94,
1961-04-05,0,0,95,
1961-04-06,0,0,96,
1961-04-07,0,0,97,
1961-04-08,0.8,0.0008,98,
1961-04-09,14.5,0.0145,99,
1961-04-10,0,0,100,
1961-04-11,0,0,101,
1961-04-12,1.5,0.0015,102,
1961-04-13,0,0,103,
1961-04-14,0,0,104,
1961-04-15,0,0,105,
1961-04-16,0,0,106,
1961-04-17,0,0,107,
1961-04-18,0,0,108,
1961-04-19,0,0,109,
1961-04-20,0,0,110,
1961-04-21,0,0,111,
1961-04-22,0,0,112,
1961-04-23,0,0,113,
1961-04-24,0,0,114,
1961-04-25,0,0,115,
1961-04-26,11.9,0.0119,116,
1961-04-27,27.7,0.0277,117,
1961-04-28,2.5,0.0025,118,
1961-04-29,0,0,119,
1961-04-30,0,0,120,
1961-05-01,0,0,121,
1961-05-02,0,0,122,
1961-05-03,0,0,123,
1961-05-04,0.8,0.0008,124,
1961-05-05,0,0,125,
1961-05-06,0,0,126,
1961-05-07,0,0,127,
1961-05-08,0,0,128,
1961-05-09,0,0,129,
1961-05-10,0,0,130,
1961-05-11,0,0,131,
1961-05-12,0,0,132,
1961-05-13,0,0,133,
1961-05-14,0,0,134,
1961-05-15,0,0,135,
1961-05-16,0,0,136,
1961-05-17,0,0,137,
1961-05-18,10.4,0.0104,138,
1961-05-19,0,0,139,
1961-05-20,2.5,0.0025,140,
1961-05-21,0,0,141,
1961-05-22,0,0,142,
1961-05-23,0,0,143,
1961-05-24,2.8,0.0028,144,
1961-05-25,0,0,145,
1961-05-26,0,0,146,
1961-05-27,3.8,0.0038,147,
1961-05-28,0,0,148,
1961-05-29,0,0,149,
1961-05-30,0,0,150,
1961-05-31,0,0,151,
1961-06-01,1,0.001,152,
1961-06-02,0,0,153,
1961-06-03,0,0,154,
1961-06-04,0,0,155,
1961-06-05,0,0,156,
1961-06-06,0,0,157,
1961-06-07,1.3,0.0013,158,
1961-06-08,2.5,0.0025,159,
1961-06-09,0,0,160,
1961-06-10,0,0,161,
1961-06-11,0,0,162,
1961-06-12,0,0,163,
1961-06-13,0,0,164,
1961-06-14,0,0,165,
1961-06-15,0,0,166,
1961-06-16,0,0,167,
1961-06-17,0,0,168,
1961-06-18,0,0,169,
1961-06-19,0,0,170,
1961-06-20,0,0,171,
1961-06-21,0,0,172,
1961-06-22,0,0,173,
1961-06-23,0,0,174,
1961-06-24,0,0,175,
1961-06-25,0,0,176,
1961-06-26,0,0,177,
1961-06-27,7.9,0.0079,178,
1961-06-28,0,0,179,
1961-06-29,0,0,180,
1961-06-30,1,0.001,181,
1961-07-01,0,0,182,
1961-07-02,0,0,183,
1961-07-03,0,0,184,
1961-07-04,0,0,185,
1961-07-05,0,0,186,
1961-07-06,0,0,187,
1961-07-07,0,0,188,
1961-07-08,0,0,189,
1961-07-09,0,0,190,
1961-07-10,0,0,191,
1961-07-11,0,0,192,
1961-07-12,0,0,193,
1961-07-13,0,0,194,
1961-07-14,0,0,195,
1961-07-15,0,0,196,
1961-07-16,0,0,197,
1961-07-17,0,0,198,
1961-07-18,0,0,199,
1961-07-19,0,0,200,
1961-07-20,0,0,201,
1961-07-21,0,0,202,
1961-07-22,0,0,203,
1961-07-23,0,0,204,
1961-07-24,0,0,205,
1961-07-25,0,0,206,
1961-07-26,0,0,207,
1961-07-27,0,0,208,
1961-07-28,0,0,209,
1961-07-29,0,0,210,
